par_id,exp_dep,age_dep,seasforc_width_wks,R0,seasforce_peak,omega,peak_week,const_delta
1,0.8587487381550116,0.11168490885518839,4.16199093803469,1.456322510335004,0.5733440538274852,0.0028182784898929288,46.40059858448156,0.27881026792066216
2,0.7691716595414,0.20448159871751365,3.3678704203827987,1.169690940347671,0.45679134097318747,0.003908871013915458,44.310361672428044,0.3776647302446453
3,1.1967944736354628,0.0773161707878268,3.6239464080741053,1.1193939541695501,1.1239650833866115,0.0029621800726127683,44.260369875390644,0.2662836683059383
4,0.6440943094262118,0.2128256623320941,3.9484040125798754,2.1989725842467234,1.131381079234196,0.003021943525759378,45.07332577652538,0.6169874689879048
5,0.8051241495448813,0.10094263464903924,3.2787062196712133,1.8473331988701156,1.1555272579101468,0.003265282409265907,47.35753072717827,0.3010111043913888
6,0.8353870696404839,0.11836308550752972,3.1300143323482335,1.6500975804550253,0.5575895166021103,0.0032043472264481256,46.16612385059808,0.3206349326760874
7,0.7704930646614203,0.22007016780828514,2.6903952661677724,2.6095845566693754,0.7255462637620775,0.0028006120535051028,44.41260170689984,0.9355952153477783
8,0.9719601189589901,0.12892207418227336,4.8105098749921975,1.506666266504196,1.1281242140406662,0.002731207243208542,47.23254128048091,0.3867426748392186
9,0.5627361443449055,0.20069780988571,4.136018529915964,1.3610731021015583,1.0854407606857697,0.0029075155783147436,43.84568991194053,0.3088091781511265
10,0.5152957743408926,0.18349668333322042,8.863301242212804,1.5094605453398182,0.624605424230046,0.0025770563396367717,44.11437626785129,0.2817012930240877
11,0.5436356308369522,0.27446299375105104,5.244229314486787,1.1561562008297332,0.7571222170052314,0.002879193125765934,47.87966052204258,0.4052208858124674
12,0.7586022572616362,0.0960959372590393,3.5102632398159135,1.967524249645852,0.21452448245900452,0.00260542395743828,45.36351691789241,0.2878705533647252
13,0.6008053672095208,0.07476307796367715,7.728653290088626,1.807212434449585,0.5792405936740521,0.00253841454325078,45.907976406917584,0.17503021753941525
14,0.3727606818815358,0.1085100706672257,4.701610408401669,1.5061554909428594,0.7337884642043886,0.003249249139599055,46.177429260665484,0.12835305326664356
15,0.4055130229313254,0.11749256459290822,3.720994352743231,2.4257008981851715,1.4333278404570833,0.003108397505401566,47.23060095663237,0.23406804186450592
16,0.49673555304321926,0.07031401928499496,3.6841278115007174,1.3741017743531987,0.8229699877800734,0.0027043768559399523,47.42392182340532,0.10827136027687358
17,0.7788971710084811,0.19104527421668366,6.169493839892988,2.2993521993095642,1.0530571397092687,0.0037099962851103755,47.450116839104375,0.6883616706487172
18,0.45445573627003066,0.10206616219132363,5.0539162588924125,1.3610185465496256,0.23735491331700687,0.002607935287627555,43.15159505677326,0.12729127637853271
19,0.30549113918516885,0.15778319470582647,4.520742116021578,1.6240376612457479,0.8087405146929638,0.002639088645858085,45.15505286454136,0.17600183403455064
20,0.5540928213995888,0.07894724173338036,3.8380939983718982,1.8179418671096745,0.41211314794501375,0.0032435772687805743,45.39613732128615,0.1684758854691528
21,0.4352273255015654,0.0667992328678316,2.006141075901707,2.4084783880796854,1.371477154351199,0.003206433869962947,45.76165079898649,0.16632647397461428
22,0.329476274077746,0.17168333850017709,2.5608252893796686,2.281466394663955,0.8815140379031008,0.0024160470535929813,43.35854751456019,0.2846441685394787
23,0.9184553260807897,0.13656124751469276,6.934303106242819,1.6282891660521859,1.4870765914026662,0.003012048851520068,44.35039888594874,0.4090090933365303
24,0.5259349806827969,0.2740637944174387,5.343237727590008,1.9728413228804216,1.3065074204161582,0.002969378670117352,43.96021679874888,0.6698582223587823
